algo,qps,mean_ltc_ns,ltc_999_ns,Graph_IO,Emb_IO,Ext_Cmp,PQ_Cmp,Pre_T,Disp_T,Read_T,Page_T,Cache_T,DiskN_T,Post_T,Mem_MB,recall_pct,recall,mean_latency_ms
PipeANN,57.96,548732.69,5725141.0,172.56,,,,,,,,,,,,97.36,97.36,0.5487326899999999
PipeANN,54.76,579117.75,13583159.0,182.53,,,,,,,,,,,,97.55,97.55,0.57911775
PipeANN,52.04,610229.31,8490409.0,192.26,,,,,,,,,,,,97.68,97.68,0.61022931
PipeANN,49.42,643766.94,6574451.0,202.34,,,,,,,,,,,,97.78,97.78,0.6437669399999999
PipeANN,47.07,674656.62,8064140.0,212.47,,,,,,,,,,,,98.11,98.11,0.67465662
PipeANN,44.97,706543.5,11024933.0,222.34,,,,,,,,,,,,98.25,98.25,0.7065435
PipeANN,43.08,738254.75,8374239.0,232.1,,,,,,,,,,,,98.3,98.3,0.73825475
PipeANN,41.33,767530.69,7718620.0,241.99,,,,,,,,,,,,98.34,98.34,0.76753069
PipeANN,39.69,800192.81,12560125.0,251.98,,,,,,,,,,,,98.36,98.36,0.8001928100000001
PipeANN,38.18,832596.0,8095787.0,261.92,,,,,,,,,,,,98.45,98.45,0.832596
PipeANN,36.79,864900.81,12776945.0,271.83,,,,,,,,,,,,98.54,98.54,0.8649008100000001
PipeANN,32.13,991495.69,11947939.0,311.27,,,,,,,,,,,,98.55,98.55,0.99149569
PipeANN,31.12,1022057.81,19290676.0,321.32,,,,,,,,,,,,98.56,98.56,1.02205781
PipeANN,30.2,1050769.12,7047058.0,331.12,,,,,,,,,,,,98.66,98.66,1.05076912
PipeANN,28.47,1115877.25,14000897.0,351.23,,,,,,,,,,,,98.73,98.73,1.11587725
PipeANN,26.24,1210916.62,7093018.0,381.21,,,,,,,,,,,,98.83,98.83,1.21091662
PipeANN,25.56,1244578.75,16738577.0,391.22,,,,,,,,,,,,98.9,98.9,1.24457875
PipeANN,24.32,1306529.62,18671248.0,411.2,,,,,,,,,,,,98.92,98.92,1.30652962
PipeANN,23.21,1372078.0,19538134.0,430.87,,,,,,,,,,,,98.94,98.94,1.372078
PipeANN,22.69,1402574.62,14272829.0,440.78,,,,,,,,,,,,98.96,98.96,1.4025746200000002
PipeANN,22.17,1434254.5,14186463.0,450.92,,,,,,,,,,,,98.97,98.97,1.4342545
PipeANN,20.81,1524778.5,14076266.0,480.54,,,,,,,,,,,,98.98,98.98,1.5247785
PipeANN,20.38,1563420.0,15240655.0,490.66,,,,,,,,,,,,99.06,99.06,1.56342
PipeANN,19.58,1623295.0,12340706.0,510.86,,,,,,,,,,,,99.11,99.11,1.623295
Gorgeous,103.03,772251.0,8871794.0,103.83,3.32,107.16,10008.89,426.53,6.241246522,12.0,0.0,22.3,1147.95,49297.46,28211.0,89.58,89.58,0.772251
Gorgeous,87.1,792040.0,7149704.0,112.7,3.29,115.99,10699.24,419.03,5.321500119,75.0,0.0,29.49,1348.17,46978.69,28218.0,91.17,91.17,0.79204
Gorgeous,80.98,742854.0,7774719.0,121.13,3.24,124.38,11328.71,416.55,5.531504763,18.0,0.0,86.8,3472.58,46530.54,28224.0,91.96,91.96,0.742854
Gorgeous,75.52,675309.0,8645074.0,129.5,3.22,132.72,11971.5,439.21,4.121518605,28.0,0.0,107.3,3777.72,34466.17,28226.0,92.91,92.91,0.675309
Gorgeous,72.04,792666.0,7302477.0,135.92,3.19,139.11,12445.7,429.25,5.931670962,78.0,0.0,82.54,2645.94,44404.54,28228.0,93.28,93.28,0.792666
Gorgeous,68.25,777818.0,9966466.0,143.59,3.17,146.76,13019.84,429.9,5.081510912,45.0,0.0,58.4,1722.01,24248.32,28229.0,93.84,93.84,0.777818
Gorgeous,60.91,635535.0,6529812.0,161.72,3.15,164.88,14383.6,393.71,13.012152984,38.0,0.0,194.13,4592.94,23359.21,28235.0,94.33,94.33,0.635535
Gorgeous,53.8,1169341.0,12449192.0,182.0,4.25,186.25,16004.7,388.46,11.392321923,75.0,0.0,194.99,3900.07,48130.57,28243.0,95.0,95.0,1.169341
Gorgeous,44.18,634898.0,8810329.0,219.87,6.85,226.72,19030.71,438.7,18.812110542,55.0,0.0,374.01,6082.88,24011.98,28249.0,95.86,95.86,0.634898
Gorgeous,37.51,1353862.0,13428777.0,256.97,9.95,266.92,22217.85,435.27,10.882606321,66.0,0.0,194.49,2856.23,54485.6,28255.0,96.56,96.56,1.353862
Gorgeous,28.68,2036987.0,26904884.0,332.3,16.93,349.24,28017.31,404.96,24.654707419,37.0,0.0,563.77,6828.61,85905.97,28278.0,97.37,97.37,2.036987
Gorgeous,23.18,1306210.0,24559008.0,406.95,24.66,431.62,33760.5,406.77,33.765003638,29.0,0.0,586.66,6499.51,53253.46,28293.0,97.84,97.84,1.30621
Gorgeous,17.98,3598752.0,33502496.0,519.59,36.96,556.55,41824.97,431.24,43.877161565,56.0,0.0,568.74,5753.30149938,16.0,28309.0,98.16,98.16,3.598752
Gorgeous,13.86,3915736.0,24086720.0,667.47,54.25,721.74,52009.25,453.62,93.2410246143,10.0,0.0,735.75,6799.07187897,7.0,28363.0,98.51,98.51,3.915736
Gorgeous,11.27,4897462.0,35448464.0,815.91,72.34,888.26,62171.46,422.69,116.8410877883,63.0,0.0,922.97,8030.98212398,13.0,28387.0,98.84,98.84,4.897462
Gorgeous,7.67,5100246.0,36691580.0,1185.78,118.85,1304.64,87336.31,460.95,233.8015620929,18.0,0.0,2145.52,16470.88208653,32.0,28462.0,99.29,99.29,5.100246
SPANN,2525.25,,,,,,,,,,,,,,,,84.23,12.294
SPANN,1697.79,,,,,,,,,,,,,,,,85.94000000000001,18.448
SPANN,1108.65,,,,,,,,,,,,,,,,86.92999999999999,28.048
SPANN,726.22,,,,,,,,,,,,,,,,87.69,43.121
SPANN,544.66,,,,,,,,,,,,,,,,88.12,57.598
SPANN,435.16,,,,,,,,,,,,,,,,88.5,72.417
SPANN,360.1,,,,,,,,,,,,,,,,88.78,88.017
SPANN,267.95,,,,,,,,,,,,,,,,89.35,118.164
SPANN,215.98,,,,,,,,,,,,,,,,89.74,146.699
SPANN,179.73,,,,,,,,,,,,,,,,90.28,176.522
SPANN,152.93,,,,,,,,,,,,,,,,90.49,207.177
SPANN,134.12,,,,,,,,,,,,,,,,90.81,236.873
SPANN,119.2,,,,,,,,,,,,,,,,91.07,265.74
SPANN,97.9,,,,,,,,,,,,,,,,91.6301,324.593
SPANN,82.81,,,,,,,,,,,,,,,,92.2901,383.366
SPANN,71.75,,,,,,,,,,,,,,,,92.75,442.57
SPANN,63.31,,,,,,,,,,,,,,,,93.0,501.262
SPANN,56.65,,,,,,,,,,,,,,,,93.29,560.722
SPANN,44.59,,,,,,,,,,,,,,,,94.1,711.537
SPANN,37.14,,,,,,,,,,,,,,,,94.83,855.634
SPANN,27.54,,,,,,,,,,,,,,,,95.33,1154.075
SPANN,22.01,,,,,,,,,,,,,,,,95.7801,1442.293
SPANN,18.29,,,,,,,,,,,,,,,,96.1701,1737.45
SPANN,13.67,,,,,,,,,,,,,,,,96.6001,2323.67
SPANN,10.9,,,,,,,,,,,,,,,,96.9001,2915.424
SPANN,9.1,,,,,,,,,,,,,,,,97.1901,3489.57
SPANN,7.79,,,,,,,,,,,,,,,,97.4701,4077.719
SPANN,6.83,,,,,,,,,,,,,,,,97.6401,4652.639
SPANN,6.06,,,,,,,,,,,,,,,,97.6901,5231.042
SPANN,5.46,,,,,,,,,,,,,,,,97.78,5820.857
